Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Возраст,Стаж работы (лет),Уровень образования,Пол,Отдел,Зарплата,Премия
1.1,98,118,49,24,0,26,48,10,Bachelor,Male,Sales,103816,90600.0
2.8,15,105,37,21,5,12,48,14,PhD,Male,HR,78664,56600.0
3.4,50,102,48,18,5,14,36,14,PhD,Male,HR,39202,72800.0
1.8,67,295,13,14,20,19,57,15,Bachelor,Male,IT,114976,10000.0
2.5,15,167,14,19,20,18,25,32,High School,Male,Sales,42606,10000.0
5.5,82,125,32,14,0,23,46,5,Master,Female,Sales,83272,65600.0
2.0,85,166,42,5,15,14,25,0,PhD,Female,Finance,80761,35000.0
7.9,94,159,39,19,20,10,56,33,Bachelor,Female,HR,44718,61500.0
8.3,32,239,31,20,0,25,53,11,Master,Male,Marketing,52134,62200.0
2.5,42,123,31,7,11,11,47,15,Master,Male,Marketing,45538,26100.0
6.7,54,184,10,22,7,15,34,26,High School,Female,Sales,48449,43600.0
2.7,31,236,26,30,9,22,58,30,PhD,Male,Finance,119828,45700.0
6.5,98,252,29,1,12,25,42,28,Bachelor,Male,Marketing,59505,23900.0
4.9,0,285,35,21,18,3,40,10,PhD,Female,Sales,46288,37300.0
4.9,39,91,41,21,17,10,29,36,PhD,Female,HR,106807,50000.0
6.3,29,103,24,23,1,8,28,13,High School,Female,IT,66571,69800.0
8.8,44,218,4,15,17,13,48,26,Bachelor,Female,Marketing,52494,10300.0
2.7,77,297,46,24,17,0,22,2,PhD,Male,Finance,77936,76500.0
7.6,77,281,29,2,17,18,63,28,PhD,Female,Sales,112410,18300.0
4.2,30,256,44,2,5,23,32,6,Bachelor,Female,Finance,58254,31400.0
8.2,11,109,29,17,9,12,63,3,PhD,Female,HR,101909,44200.0
4.7,38,122,19,2,9,19,65,14,PhD,Female,HR,102864,10000.0
7.9,58,117,8,17,5,16,25,33,PhD,Male,Marketing,58616,40700.0
4.2,23,146,30,7,8,16,41,20,High School,Male,Marketing,34625,23800.0
4.0,4,223,11,5,16,28,39,32,PhD,Female,Finance,55242,10000.0
9.3,9,247,39,20,3,14,50,14,PhD,Female,HR,83681,70300.0
9.4,1,162,46,0,4,16,35,37,PhD,Female,Finance,36808,41100.0
5.0,75,100,26,10,12,3,49,38,Master,Female,IT,111314,46500.0
8.6,63,120,4,28,6,26,63,30,Bachelor,Male,Marketing,89758,44100.0
6.0,30,156,20,21,4,8,22,3,Master,Male,HR,53830,56500.0
5.7,86,174,14,13,0,26,23,24,PhD,Female,IT,118037,44700.0
7.7,53,94,6,7,20,5,22,13,Bachelor,Female,Sales,41474,10000.0
8.7,34,139,48,18,8,13,36,11,Master,Female,Sales,67089,73600.0
1.9,57,99,6,0,0,9,48,10,High School,Male,Sales,56911,17900.0
7.1,16,162,16,0,18,0,56,5,PhD,Female,IT,44149,10000.0
2.4,29,215,46,7,10,7,40,37,PhD,Female,Marketing,111417,43000.0
7.9,32,127,23,20,9,15,58,7,Master,Female,Sales,70590,45400.0
5.0,14,114,18,25,20,1,54,11,PhD,Female,Sales,67456,28700.0
4.9,45,118,14,26,20,25,48,11,Master,Male,Marketing,75353,11300.0
2.4,63,82,17,23,16,8,46,37,High School,Male,Finance,36685,35200.0
1.3,68,133,29,10,17,6,34,20,Bachelor,Male,IT,113741,27000.0
7.7,74,243,20,25,14,9,39,30,High School,Female,Marketing,33700,58100.0
4.9,15,91,23,9,7,3,58,5,Bachelor,Female,Finance,72961,33800.0
8.5,88,202,2,17,3,1,38,31,Bachelor,Male,HR,42101,63900.0
9.4,77,86,23,18,18,17,53,0,High School,Female,HR,34753,38900.0
1.4,37,159,31,27,18,7,42,6,Master,Female,IT,32388,42400.0
7.5,23,138,12,18,14,20,54,32,PhD,Female,IT,106743,12900.0
2.2,83,148,46,8,6,18,62,22,Master,Female,Sales,78980,57300.0
3.2,38,243,43,16,20,8,35,11,Master,Male,IT,51441,36800.0
2.0,52,251,40,25,9,2,61,4,Master,Female,IT,88632,77100.0
1.2,9,261,6,13,15,6,44,30,High School,Female,Finance,117991,10000.0
5.7,69,150,4,16,15,15,63,10,PhD,Male,Finance,115937,15100.0
3.4,74,196,8,13,10,23,35,5,Bachelor,Male,IT,59479,13500.0
6.3,41,269,46,28,11,15,45,16,High School,Male,Sales,106002,75900.0
1.7,58,270,40,14,12,4,28,6,Bachelor,Female,HR,68709,53800.0
8.1,76,194,32,21,12,17,59,9,Master,Female,HR,67380,61500.0
2.5,28,169,41,19,8,10,49,8,High School,Female,Marketing,109500,56900.0
4.3,86,151,30,1,17,12,54,7,Bachelor,Female,IT,93916,19900.0
5.1,69,83,1,29,9,21,21,6,PhD,Female,HR,89369,36400.0
6.7,83,139,42,30,12,25,35,26,High School,Male,HR,36223,76300.0
1.2,54,130,47,6,11,22,44,28,PhD,Female,IT,95780,30600.0
2.6,63,143,36,4,3,7,48,30,Bachelor,Male,Marketing,64117,53100.0
9.3,64,290,21,13,12,18,37,12,PhD,Male,HR,113233,36300.0
6.6,74,98,3,7,10,17,41,40,Bachelor,Female,IT,65523,11900.0
1.6,97,152,50,2,5,15,25,37,Bachelor,Male,Finance,108993,60300.0
9.6,34,100,38,24,7,28,61,23,High School,Male,Marketing,58357,61400.0
5.0,66,298,23,30,20,28,20,19,High School,Female,Sales,47243,29800.0
2.0,8,86,26,30,6,3,60,35,Bachelor,Male,Sales,91719,62400.0
9.5,88,179,21,1,1,8,32,25,Bachelor,Male,HR,91088,57900.0
5.2,34,254,3,7,12,7,21,5,PhD,Male,Finance,68830,10000.0
6.6,61,293,48,13,14,25,50,38,PhD,Male,Finance,106933,46000.0
7.9,28,170,0,17,10,7,43,1,Bachelor,Male,Sales,101429,22700.0
9.4,28,197,44,21,8,1,27,3,Master,Male,Finance,54325,85700.0
3.9,46,207,13,29,0,19,46,33,High School,Female,HR,84281,59100.0
4.4,9,163,8,13,9,19,37,38,High School,Female,HR,113450,10000.0
8.0,7,298,30,1,19,2,56,4,Master,Female,Sales,38256,10000.0
3.1,0,288,26,25,2,20,44,21,PhD,Female,IT,41834,45700.0
7.7,20,110,40,19,1,6,44,7,PhD,Male,Finance,82677,81900.0
6.9,59,136,43,18,11,26,51,22,Master,Male,IT,49565,53500.0
7.0,72,147,15,7,3,27,41,34,High School,Male,IT,103575,28100.0
8.5,50,211,30,23,2,10,40,13,Master,Female,Sales,114258,82500.0
5.9,5,105,16,17,4,20,58,22,High School,Female,Sales,73812,26800.0
3.4,92,234,50,24,20,0,61,28,Master,Female,Sales,83184,80400.0
3.0,2,154,47,1,11,9,39,6,Bachelor,Male,IT,31938,24100.0
3.1,31,156,13,1,9,4,24,29,Master,Female,Finance,54897,10000.0
1.0,87,198,4,7,16,2,49,6,High School,Female,IT,58394,10000.0
5.0,49,217,5,22,0,12,46,15,Bachelor,Female,HR,49247,50700.0
6.1,20,85,9,11,20,2,49,11,Master,Male,Finance,111157,10000.0
7.0,51,233,42,12,7,16,39,29,Master,Female,Sales,44006,59300.0
4.6,93,242,42,14,7,3,60,10,PhD,Male,Finance,75857,83100.0
7.1,35,191,1,15,15,17,45,20,PhD,Female,Sales,106007,10000.0
9.7,63,152,33,16,12,20,40,6,High School,Male,HR,34703,51300.0
7.0,34,167,34,2,0,9,43,1,PhD,Male,IT,113648,52200.0
1.7,74,273,34,19,10,19,39,6,High School,Male,Finance,57138,49100.0
8.9,60,239,36,22,15,19,40,17,High School,Male,Sales,96763,55800.0
3.0,61,228,30,20,12,24,34,15,Master,Female,HR,40388,36300.0
4.9,97,239,10,25,15,5,26,8,Bachelor,Female,Sales,89539,51400.0
6.9,82,268,20,26,13,14,28,29,High School,Male,IT,41000,57400.0
1.5,17,147,3,16,2,14,42,27,Master,Male,IT,104515,17100.0
8.7,13,195,39,27,1,22,37,17,Master,Female,Marketing,119440,76800.0
2.9,92,283,16,0,13,26,28,18,Bachelor,Female,HR,118251,10000.0
3.3,54,263,20,3,3,11,27,40,Bachelor,Male,IT,114961,30300.0
8.7,31,300,20,22,1,9,35,1,Master,Male,Finance,45080,68700.0
7.8,87,173,30,22,10,4,32,11,Bachelor,Female,Finance,70766,80700.0
6.0,25,100,9,26,0,18,55,1,High School,Male,Sales,118461,49500.0
3.3,3,130,32,1,15,22,36,24,PhD,Female,Finance,66420,10000.0
8.4,20,233,31,14,2,6,48,25,Master,Female,IT,110253,64800.0
9.4,74,265,1,25,15,19,53,0,High School,Male,Sales,118817,30500.0
4.0,47,208,37,9,18,3,64,24,High School,Female,IT,87337,33600.0
9.8,96,192,43,25,7,4,22,23,Bachelor,Male,Marketing,99538,110900.0
7.1,0,215,13,1,1,18,65,24,Bachelor,Male,Marketing,31005,10000.0
2.1,13,173,37,21,9,27,23,13,Bachelor,Female,HR,102611,31600.0
1.5,84,174,28,16,4,20,53,39,PhD,Female,Marketing,111094,52200.0
7.7,98,261,40,28,15,15,52,1,PhD,Female,HR,54314,81800.0
6.7,67,162,12,17,3,14,48,37,High School,Female,HR,116506,51000.0
2.4,14,178,42,10,3,26,23,11,Bachelor,Male,Sales,56262,34000.0
3.4,55,252,1,22,0,3,21,16,Bachelor,Male,Marketing,110090,54300.0
4.6,30,228,7,19,6,28,26,3,Bachelor,Female,IT,38075,13700.0
3.3,16,194,8,2,1,0,55,24,High School,Male,IT,47161,20400.0
8.5,25,177,0,16,20,13,41,3,Master,Male,IT,102878,10000.0
5.5,97,288,12,11,14,28,58,6,Master,Male,IT,44086,12600.0
2.5,54,142,43,25,6,7,43,24,High School,Female,Marketing,79882,82700.0
7.2,63,286,11,12,8,14,64,17,Bachelor,Male,Sales,32133,32300.0
3.7,36,235,39,9,12,1,61,3,PhD,Female,Finance,60571,45700.0
1.9,24,128,26,24,18,12,40,10,Bachelor,Male,Sales,118281,25000.0
7.4,43,198,35,23,3,13,64,13,High School,Male,IT,64610,78200.0
6.2,20,294,28,29,1,27,28,33,Master,Female,Finance,113205,60900.0
7.8,50,108,48,5,19,9,27,26,PhD,Male,HR,51013,39100.0
8.1,7,184,37,26,9,5,54,0,PhD,Female,Marketing,91696,71300.0
4.1,2,139,5,13,11,9,55,2,High School,Male,HR,108789,10000.0
6.6,73,295,33,11,4,27,52,33,High School,Female,IT,82549,49600.0
6.3,12,233,39,27,20,6,31,34,Master,Male,IT,89755,49700.0
5.3,60,90,43,12,18,14,33,40,Bachelor,Male,HR,117530,39600.0
6.8,99,227,35,26,2,4,58,13,PhD,Female,Marketing,58431,109300.0
1.1,21,254,44,0,6,27,36,23,Bachelor,Male,HR,111510,13500.0
4.8,52,196,16,22,12,21,32,23,Bachelor,Female,Sales,104791,29200.0
7.9,0,259,11,22,18,2,53,38,PhD,Female,Finance,110663,21800.0
8.0,84,221,36,13,18,15,20,37,High School,Male,Finance,74900,45700.0
7.3,56,128,38,3,4,0,65,27,Master,Male,Sales,117971,65900.0
4.5,37,261,32,27,16,24,54,33,Bachelor,Male,HR,48636,36600.0
4.5,33,217,30,25,14,16,61,19,Bachelor,Female,Marketing,116735,42400.0
9.7,71,221,50,17,12,15,48,14,High School,Female,Sales,74390,77200.0
5.8,83,289,15,14,11,20,54,36,PhD,Female,Marketing,74991,30500.0
9.8,53,211,43,21,15,22,61,26,High School,Female,Sales,50547,58000.0
3.1,13,151,16,17,16,8,46,1,Master,Male,Finance,76698,11600.0
9.8,44,276,31,1,0,9,61,32,High School,Female,Finance,42399,56300.0
4.7,13,286,16,19,7,24,36,5,Bachelor,Female,Sales,43121,19800.0
7.7,58,221,12,6,19,17,47,31,PhD,Male,IT,30989,10000.0
1.3,53,292,5,29,12,2,49,40,PhD,Male,Marketing,68693,41000.0
6.3,29,233,50,5,7,12,40,25,Bachelor,Male,Finance,69782,52800.0
8.4,22,282,47,26,19,25,41,35,PhD,Male,Finance,33872,46400.0
3.2,31,168,16,23,6,7,60,17,PhD,Male,Marketing,62012,47200.0
6.3,24,248,20,24,16,20,22,8,PhD,Female,HR,31754,23800.0
3.3,2,178,41,1,20,6,59,20,Bachelor,Female,Sales,72191,10000.0
6.5,6,235,36,7,16,26,51,24,Bachelor,Male,IT,51448,10000.0
3.5,46,136,13,14,18,27,51,26,Master,Female,Finance,75289,10000.0
2.9,46,91,10,23,12,0,23,32,High School,Female,Sales,109981,40100.0
5.8,35,257,26,9,2,24,51,19,Bachelor,Male,Marketing,90917,33600.0
9.7,9,177,16,28,16,25,48,4,Master,Male,Sales,55572,23100.0
1.6,18,192,13,18,20,0,46,7,High School,Female,Finance,40429,10000.0
9.3,95,248,31,19,10,25,48,24,High School,Female,IT,108803,61600.0
4.1,67,166,43,20,16,2,26,19,High School,Male,HR,31349,67300.0
2.4,41,190,25,9,11,25,60,4,Bachelor,Male,Marketing,96911,10000.0
8.6,37,168,25,23,19,10,37,7,Bachelor,Male,Sales,34043,39800.0
7.3,29,115,33,22,7,3,25,6,PhD,Male,IT,56270,72300.0
4.9,55,127,22,18,9,21,45,5,High School,Female,IT,53115,36300.0
6.5,25,223,18,30,11,13,25,19,High School,Female,Sales,38992,48500.0
7.1,11,116,13,17,16,1,41,4,PhD,Male,Sales,88743,23000.0
7.2,25,194,31,6,8,12,23,29,Master,Male,HR,88717,33900.0
1.1,79,87,39,17,19,10,41,31,Bachelor,Female,Sales,84450,42400.0
6.4,73,100,33,26,16,19,53,33,Master,Male,Marketing,117330,55700.0
4.4,42,107,47,14,13,28,58,31,High School,Female,Finance,107488,35400.0
3.6,6,95,5,1,7,23,46,14,PhD,Male,IT,72378,10000.0
9.3,78,171,17,27,6,3,53,14,Bachelor,Male,Marketing,33090,84500.0
4.5,2,92,12,2,0,18,38,20,Bachelor,Male,Marketing,30353,10000.0
1.9,89,170,43,29,4,7,40,22,Master,Male,HR,70359,102000.0
1.5,81,255,38,4,0,10,52,5,Master,Male,HR,49741,61300.0
1.0,23,162,22,28,13,25,29,33,High School,Male,IT,55759,21900.0
3.1,62,116,12,19,12,14,20,9,High School,Female,Finance,82409,27300.0
2.7,62,206,12,26,14,10,57,22,High School,Female,Marketing,31020,37000.0
7.9,19,234,2,25,18,25,45,20,PhD,Female,Sales,74758,10000.0
4.3,13,87,22,19,17,22,58,31,High School,Female,HR,36677,10000.0
7.3,41,92,16,9,1,18,23,7,High School,Female,Sales,46583,36400.0
9.0,8,272,22,24,0,12,64,36,Master,Male,IT,69221,66400.0
4.9,2,106,5,24,12,8,22,17,Bachelor,Male,Marketing,39768,19400.0
2.8,18,206,46,25,4,28,55,17,Bachelor,Male,HR,54206,58500.0
8.8,38,280,3,10,15,1,36,32,Bachelor,Female,Marketing,93993,16000.0
4.2,29,213,45,11,6,2,47,36,High School,Male,Sales,33526,64600.0
4.1,64,295,44,18,17,2,60,40,Bachelor,Female,IT,89248,62400.0
6.0,16,83,25,28,12,20,32,36,Bachelor,Male,Sales,36469,39800.0
1.9,5,298,45,9,9,21,43,32,Master,Female,Sales,92594,24800.0
8.0,29,156,45,0,17,20,25,26,High School,Male,Sales,81112,15700.0
1.8,65,100,1,15,5,21,35,7,Master,Male,Marketing,44367,15600.0
4.1,29,249,26,17,10,20,45,8,High School,Male,Sales,119839,28400.0
1.8,45,102,48,8,0,14,25,27,Bachelor,Male,Sales,66610,63100.0
1.6,46,263,34,18,14,23,36,13,Master,Male,Sales,93245,27000.0
3.1,22,81,34,5,17,26,62,20,High School,Male,Sales,119113,10000.0
4.8,21,291,10,13,14,25,58,16,Bachelor,Female,Finance,106588,10000.0
5.3,17,183,25,24,15,8,63,33,Master,Male,Sales,80745,38700.0
3.8,1,105,35,8,9,2,25,40,Bachelor,Male,HR,119621,34900.0
9.1,69,88,39,10,6,11,52,26,High School,Male,IT,98733,69900.0
6.1,44,98,10,13,0,3,21,30,High School,Male,IT,119415,51900.0
4.4,49,146,27,8,14,0,32,10,Bachelor,Female,Sales,105262,34500.0
7.7,62,89,28,1,16,25,28,15,Master,Female,Sales,55837,10000.0
2.2,1,237,34,5,19,3,52,23,Master,Male,Marketing,97220,10000.0
4.0,44,133,42,14,20,16,48,12,Master,Male,IT,83075,28200.0
4.3,62,88,50,8,8,2,59,23,Bachelor,Male,Sales,94957,71200.0
6.4,62,238,50,30,18,3,49,14,PhD,Female,HR,90740,87400.0
3.5,16,255,14,23,10,15,46,18,Bachelor,Male,Sales,44342,25300.0
8.8,22,140,17,7,12,2,41,6,High School,Male,Marketing,97998,25700.0
3.1,84,196,40,22,19,2,22,31,Bachelor,Male,Finance,118115,64400.0
6.7,10,182,40,8,4,23,22,3,High School,Male,HR,33053,37400.0
3.0,81,105,32,28,2,12,31,0,PhD,Male,Marketing,104580,88300.0
3.0,83,181,28,29,4,24,63,23,PhD,Female,Sales,58783,70400.0
6.4,10,214,31,26,9,6,48,14,Master,Male,Marketing,39949,61800.0
2.3,74,276,4,27,10,11,43,40,Master,Male,Marketing,65185,40300.0
7.7,54,103,20,25,3,10,54,10,High School,Female,Marketing,102701,73100.0
9.8,90,282,39,29,4,16,27,31,PhD,Male,IT,37763,105100.0
5.9,58,196,41,18,3,1,62,33,Bachelor,Male,IT,79044,90200.0
2.7,17,221,24,14,12,10,35,38,Bachelor,Female,Sales,98760,21500.0
1.5,85,110,34,12,13,15,45,10,High School,Male,IT,48846,39500.0
4.4,70,274,47,26,6,11,23,18,PhD,Male,HR,94096,92800.0
7.8,24,129,8,13,19,20,60,15,PhD,Male,IT,109111,10000.0
1.7,100,181,12,15,5,11,22,30,PhD,Male,HR,43531,46900.0
6.4,0,116,50,26,14,20,40,8,Master,Male,Marketing,42028,53800.0
9.7,83,294,12,0,8,17,39,25,Bachelor,Female,Marketing,71244,23300.0
7.7,35,144,22,22,10,22,58,37,Bachelor,Male,Sales,97266,38900.0
9.1,78,260,28,29,1,1,59,17,Master,Male,Finance,98136,110100.0
3.4,45,91,1,20,9,13,48,28,PhD,Male,HR,79951,20300.0
9.7,87,217,39,10,15,0,63,39,High School,Male,Marketing,114294,69500.0
9.6,56,294,27,10,4,1,36,2,Bachelor,Female,Finance,72329,69000.0
4.5,69,231,47,24,18,10,44,10,PhD,Female,HR,97229,66700.0
4.7,67,270,1,30,11,27,48,31,High School,Male,Finance,82524,26500.0
7.5,81,145,31,7,4,6,31,31,High School,Male,Sales,36660,66800.0
5.1,71,150,21,16,17,8,33,27,Bachelor,Male,IT,52716,34500.0
6.8,26,191,6,25,11,13,38,17,Bachelor,Male,Marketing,61133,29900.0
6.6,68,84,2,25,17,18,50,40,High School,Female,HR,108098,21100.0
1.9,41,102,15,29,19,19,54,30,Bachelor,Male,HR,87507,17600.0
5.4,34,291,18,28,3,10,29,1,Master,Female,Finance,62690,65000.0
4.8,45,237,36,22,16,5,42,30,High School,Male,IT,37013,55100.0
4.7,24,235,27,13,17,8,45,15,Master,Female,IT,69457,21100.0
7.2,19,270,2,3,13,3,50,25,High School,Male,HR,78253,10000.0
9.0,26,283,12,14,17,20,32,37,Master,Female,IT,45823,10000.0
3.8,11,228,9,26,8,23,52,7,PhD,Female,Marketing,82084,19900.0
3.7,20,167,2,24,10,11,49,24,Master,Female,Sales,30900,20400.0
1.8,15,286,14,13,7,12,58,20,Bachelor,Female,IT,74527,15600.0
9.4,76,179,9,27,16,8,29,28,Master,Male,HR,90385,51100.0
4.9,82,265,31,12,7,3,39,25,PhD,Male,Marketing,109913,66400.0
9.4,50,166,41,10,7,7,59,21,Master,Male,HR,59933,68800.0
3.7,99,121,46,25,3,14,32,1,Master,Male,IT,70557,100600.0
3.0,53,144,19,13,8,14,51,26,Bachelor,Female,Marketing,30969,30400.0
4.9,47,237,44,13,3,12,30,31,Master,Male,IT,45126,69400.0
1.8,22,146,23,12,2,22,64,38,PhD,Female,Sales,59384,25200.0
2.2,84,104,8,19,6,22,65,19,Master,Female,Marketing,85623,32100.0
6.1,74,174,33,7,3,5,27,28,Master,Male,HR,78352,66900.0
4.7,46,283,34,15,14,26,22,3,Bachelor,Female,Sales,115396,25700.0
7.1,1,169,4,11,8,23,46,33,Master,Female,Sales,34842,10000.0
2.6,75,207,30,1,8,10,60,2,Master,Female,HR,119826,33200.0
3.0,58,288,22,22,9,4,58,32,Master,Male,Sales,82998,56400.0
1.2,24,97,3,28,9,9,32,9,High School,Female,HR,38636,27600.0
4.7,27,149,38,7,12,14,46,30,Bachelor,Female,HR,113983,28000.0
6.3,7,227,27,2,11,25,34,22,PhD,Male,Finance,61442,10000.0
6.6,33,154,16,25,10,19,31,3,Master,Female,IT,54310,37600.0
7.4,46,194,25,5,7,22,48,16,High School,Male,HR,66143,25100.0
1.2,7,162,44,0,15,19,48,11,High School,Male,Marketing,95026,10000.0
6.7,74,109,3,28,14,27,56,36,High School,Male,IT,114350,25600.0
2.6,93,203,30,15,15,9,61,22,PhD,Male,IT,31279,46600.0
2.0,97,95,29,28,18,15,61,6,Bachelor,Female,Finance,84601,53100.0
1.3,92,99,25,25,6,4,61,3,PhD,Male,IT,40931,76700.0
9.8,14,123,38,27,11,28,51,31,Master,Male,IT,111204,52300.0
7.6,87,207,46,13,8,18,30,17,Bachelor,Male,Finance,47645,72800.0
8.7,69,290,4,19,17,14,56,1,PhD,Female,IT,34546,22600.0
7.4,35,142,44,6,4,5,59,40,Bachelor,Male,Sales,63682,65300.0
8.0,30,204,30,11,11,15,40,23,Master,Male,HR,55940,34500.0
6.2,86,181,22,22,7,13,46,27,Bachelor,Female,HR,106347,66200.0
5.8,73,177,6,15,13,6,55,23,Master,Female,HR,99684,30000.0
6.4,67,229,43,28,1,21,58,9,High School,Male,Finance,63754,94900.0
7.3,61,236,13,29,15,28,36,12,High School,Female,Finance,49308,31400.0
3.8,71,81,18,2,12,10,57,3,PhD,Male,HR,34488,15900.0
7.3,78,161,35,15,0,18,60,34,PhD,Female,Marketing,53697,77500.0
6.7,20,202,33,14,18,7,26,30,Master,Male,Sales,107540,30400.0
5.1,91,221,3,9,0,14,46,29,PhD,Female,Finance,102803,40000.0
5.4,62,199,39,25,6,28,40,2,PhD,Male,Finance,97747,65900.0
1.2,47,131,46,22,10,5,64,2,High School,Female,IT,46403,70500.0
8.1,53,221,49,14,20,25,26,35,PhD,Female,Finance,53714,37100.0
4.3,11,287,50,4,12,7,33,12,Master,Female,IT,51822,36900.0
8.1,96,235,46,12,6,26,45,30,Bachelor,Female,IT,35092,71000.0
6.4,52,166,46,2,17,24,26,3,Bachelor,Male,Marketing,35197,19400.0
7.9,10,175,23,0,0,18,39,25,Master,Male,Finance,101655,23800.0
2.6,45,92,5,30,10,26,27,19,PhD,Male,Sales,66550,22700.0
3.0,47,299,7,10,11,14,22,39,High School,Male,HR,36542,10000.0
9.9,71,225,23,9,17,7,22,21,PhD,Male,Sales,44231,36600.0
7.0,71,118,39,6,6,15,41,9,High School,Female,IT,114288,56300.0
1.4,92,237,35,28,13,23,41,31,PhD,Female,HR,34479,58400.0
3.6,19,118,50,26,4,14,57,36,Bachelor,Female,Marketing,50979,79900.0
5.8,93,252,21,1,0,7,64,3,High School,Male,Finance,85756,55000.0
4.3,88,80,18,0,9,2,40,37,High School,Male,Sales,47166,33000.0
3.2,14,193,4,10,6,1,65,13,PhD,Male,HR,66441,16600.0
9.1,90,222,1,12,9,25,53,7,PhD,Male,Marketing,110877,21200.0
4.7,58,212,47,10,2,20,32,23,Bachelor,Female,HR,113390,64800.0
5.1,37,297,4,1,17,5,55,38,PhD,Female,Marketing,103416,10000.0
5.3,38,221,13,28,4,3,37,13,Bachelor,Female,Finance,93823,66000.0
2.9,20,251,44,19,14,19,48,33,High School,Male,Finance,35103,37300.0
5.1,79,138,34,5,1,19,33,7,Bachelor,Male,Sales,39839,54400.0
2.4,82,188,40,11,16,28,20,37,Bachelor,Male,Finance,74847,25900.0
1.3,15,229,16,17,19,9,31,2,Master,Female,HR,38472,10000.0
4.5,79,88,45,17,4,7,43,9,PhD,Female,Finance,116830,88200.0
7.6,34,152,48,13,10,21,37,35,Master,Male,IT,107128,51900.0
1.3,9,196,32,8,2,16,29,39,PhD,Female,IT,69683,29300.0
8.3,9,223,9,28,6,16,32,29,Bachelor,Male,Marketing,108717,42300.0
6.6,57,215,26,5,3,27,39,21,Master,Male,Finance,59843,30800.0
2.2,86,157,39,29,13,16,58,11,High School,Female,IT,105653,70700.0
1.8,81,101,42,4,9,3,56,31,Bachelor,Male,Finance,65514,54900.0
7.8,40,94,15,30,15,16,37,16,Bachelor,Male,HR,106048,41600.0
3.6,49,249,8,4,10,1,30,7,High School,Female,HR,53496,14900.0
4.2,51,157,2,27,0,21,32,12,High School,Male,HR,42022,45200.0
4.1,41,178,42,13,18,23,37,31,PhD,Male,Marketing,63061,23000.0
3.9,44,230,19,8,17,4,33,13,Master,Male,Marketing,80792,14000.0
4.6,73,86,31,21,9,11,50,2,PhD,Male,Marketing,86827,64600.0
4.3,82,153,13,27,7,28,27,33,Bachelor,Male,Marketing,106684,44700.0
7.9,51,286,2,16,8,22,60,24,PhD,Female,Marketing,72403,19100.0
5.9,2,124,33,18,14,0,36,5,Bachelor,Female,Marketing,96625,44400.0
6.7,55,191,18,20,4,4,25,16,Master,Female,Sales,54359,65900.0
4.9,52,155,50,24,4,11,41,39,PhD,Female,Finance,76540,92400.0
9.2,87,173,30,11,6,6,56,14,Master,Male,IT,86638,73000.0
8.9,22,242,3,11,13,7,59,20,High School,Female,Marketing,46750,10900.0
2.3,48,289,27,30,8,27,49,30,Master,Male,HR,109652,48000.0
7.0,16,129,25,1,7,13,47,31,Bachelor,Male,Sales,40179,18300.0
2.5,85,280,25,0,7,18,33,18,Master,Male,IT,74756,23500.0
9.2,5,198,42,7,5,23,57,24,Master,Male,Finance,82280,39400.0
1.6,33,222,26,29,5,0,46,30,High School,Male,Marketing,51831,72600.0
5.9,54,160,33,30,10,22,39,4,Bachelor,Male,Marketing,106557,64000.0
8.5,22,244,30,5,19,10,47,30,PhD,Male,IT,114545,13100.0
8.5,83,293,36,10,2,15,36,22,Master,Female,Marketing,35552,73900.0
8.1,99,282,20,4,12,7,44,13,PhD,Male,Sales,56126,40900.0
2.8,35,192,0,10,3,16,39,40,PhD,Female,Sales,65446,10000.0
3.1,55,239,16,28,2,21,62,36,Master,Male,HR,55267,55700.0
8.7,20,136,25,7,1,9,48,3,High School,Male,Finance,60857,47900.0
9.2,17,285,29,13,12,18,34,38,High School,Male,Marketing,39087,30000.0
6.7,83,158,5,4,20,10,43,17,PhD,Female,IT,60166,10000.0
6.7,92,130,19,26,2,24,24,15,Master,Male,Marketing,114206,71000.0
3.4,28,104,38,16,10,2,55,39,High School,Female,Marketing,110636,55200.0
7.4,2,266,44,11,17,14,45,39,High School,Female,IT,95488,27900.0
8.7,82,88,11,28,10,0,28,35,Bachelor,Female,HR,70757,75000.0
1.3,81,206,5,20,11,8,37,0,Master,Male,IT,45814,31900.0
3.9,88,121,18,7,20,20,59,24,High School,Male,Finance,91404,10000.0
3.6,94,158,26,29,4,10,63,31,Bachelor,Female,IT,78338,86900.0
5.5,40,172,48,13,3,11,40,13,Master,Male,IT,87186,73500.0
9.5,94,127,18,26,10,10,60,2,Bachelor,Male,Marketing,71936,74200.0
6.9,95,98,20,7,14,21,23,24,Bachelor,Female,HR,73430,23800.0
4.3,39,222,2,8,5,12,38,18,Master,Female,Marketing,99157,12300.0
7.5,47,240,49,18,18,6,61,7,Bachelor,Female,HR,107118,63100.0
5.7,51,282,2,23,4,18,34,28,Bachelor,Female,Finance,35812,37200.0
1.4,46,197,14,11,20,18,28,0,High School,Female,IT,69213,10000.0
9.3,69,285,42,9,3,3,28,0,PhD,Male,Sales,114939,85800.0
6.1,52,165,44,28,12,25,36,16,High School,Male,IT,58997,64800.0
8.8,15,166,44,4,5,18,32,37,Master,Female,HR,107304,44100.0
